斯玛特 央卫,#genre#
Fashion TV,http://150.138.77.132:10037/xxw/Smartv.php?id=fashiontv_twn
History,http://150.138.77.132:10037/xxw/Smartv.php?id=History 
BBC Earth HD,http://150.138.77.132:10037/xxw/Smartv.php?id=bbcearth_twn
BBC Earth Lifestyle,http://150.138.77.132:10037/xxw/Smartv.php?id=bbclifestyle_twn
MTV Live,http://150.138.77.132:10037/xxw/Smartv.php?id=mtvhd_twn
NatGeo Wild HD,http://150.138.77.132:10037/xxw/Smartv.php?id=Natgeowild
Animal Planet (Eng),http://150.138.77.132:10037/xxw/Smartv.php?id=AnimalPlanet
TLC,http://150.138.77.132:10037/xxw/Smartv.php?id=Tlc
Foodnetwork Hd,http://150.138.77.132:10037/xxw/Smartv.php?id=Foodnetwork_mega
Sun TV HD,http://150.138.77.132:10037/xxw/Smartv.php?id=Suntv
Star Vijay,http://150.138.77.132:10037/xxw/Smartv.php?id=Starvijay
Colors Tamil,http://150.138.77.132:10037/xxw/Smartv.php?id=Colorstam_mega
Sun Music,http://150.138.77.132:10037/xxw/Smartv.php?id=Sunmusic
Astro Sunlife,http://150.138.77.132:10037/xxw/Smartv.php?id=Sunlife
Astro Vaanavil,http://150.138.77.132:10037/xxw/Smartv.php?id=Vaanavil
Zee Tamil,http://150.138.77.132:10037/xxw/Smartv.php?id=Zeetamil
Zee Business,http://150.138.77.132:10037/xxw/Smartv.php?id=Zeebusiness
News 18 Tamil,http://150.138.77.132:10037/xxw/Smartv.php?id=news18tamil_raj
Adithya,http://150.138.77.132:10037/xxw/Smartv.php?id=Adithya
Thanthi TV,http://150.138.77.132:10037/xxw/Smartv.php?id=thanthitv
Makkal TV,http://150.138.77.132:10037/xxw/Smartv.php?id=Makkaltv
Zee Action,http://150.138.77.132:10037/xxw/Smartv.php?id=Zeeaction
KTV UK,http://150.138.77.132:10037/xxw/Smartv.php?id=ktvuk_tamil
Zee TV HD,http://150.138.77.132:10037/xxw/Smartv.php?id=Zeetvhd Zee
Cinema HD,http://150.138.77.132:10037/xxw/Smartv.php?id=Zeecinemahd
Color HD,http://150.138.77.132:10037/xxw/Smartv.php?id=Colorhd
Picture HD,http://150.138.77.132:10037/xxw/Smartv.php?id=Npicture Zee
News,107.http://172.63.16:9630/Smartv.php?id=Zeenews
Asianet,http://150.138.77.132:10037/xxw/Smartv.php?id=asianet_raj
Asianet News,http://150.138.77.132:10037/xxw/Smartv.php?id=asianetnews_raj
Times Now,http://150.138.77.132:10037/xxw/Smartv.php?id=timesnow_mega
BBC Earth Tamil,http://150.138.77.132:10037/xxw/Smartv.php?id=bbcearthtam_raj
DiscoveryWorld Tamil,http://150.138.77.132:10037/xxw/Smartv.php?id=discoveryworldtam_raj
History Tamil,http://150.138.77.132:10037/xxw/Smartv.php?id=historytam_raj
NatGeo Tamil,http://150.138.77.132:10037/xxw/Smartv.php?id=natgeotamil_raj
Natgeo Wild Tamil,http://150.138.77.132:10037/xxw/Smartv.php?id=natgeowildtamil_raj
Cartoon Network Tamil,http://150.138.77.132:10037/xxw/Smartv.php?id=cntamil_raj
Discovery Tamil,http://150.138.77.132:10037/xxw/Smartv.php?id=discoverytamil_raj
Sony Yay Tamil,http://150.138.77.132:10037/xxw/Smartv.php?id=sonyyaytam_raj
Sun TV India,http://150.138.77.132:10037/xxw/Smartv.php?id=suntv_raj
Starmaa HD,http://150.138.77.132:10037/xxw/Smartv.php?id=starmaa_raj
Starmaa Movies HD,http://150.138.77.132:10037/xxw/Smartv.php?id=starmaamovies_raj
Bollyone,http://150.138.77.132:10037/xxw/Smartv.php?id=Bollyone
Sony Pix HD,http://150.138.77.132:10037/xxw/Smartv.php?id=sonypix_mega
TVRI National,http://150.138.77.132:10037/xxw/Smartv.php?id=TVRI
RCTI,http://150.138.77.132:10037/xxw/Smartv.php?id=Rcti Kompass
TV,http://150.138.77.132:10037/xxw/Smartv.php?id=Kompass
Berita Satu,http://150.138.77.132:10037/xxw/Smartv.php?id=BeritaSatu_eko
IndosiarHD,http://150.138.77.132:10037/xxw/Smartv.php?id=Indosiar
AnTV,http://150.138.77.132:10037/xxw/Smartv.php?id=Antv
MNC TV,http://150.138.77.132:10037/xxw/Smartv.php?id=Mnctv
Trans 7,http://150.138.77.132:10037/xxw/Smartv.php?id=Trans7_eko
Transtv,http://150.138.77.132:10037/xxw/Smartv.php?id=Transtv
JTV,http://150.138.77.132:10037/xxw/Smartv.php?id=JTV_eko Metro
TV,http://150.138.77.132:10037/xxw/Smartv.php?id=metrotv_eko
Cinemax,http://150.138.77.132:10037/xxw/Smartv.php?id=Cinemax
SCTV,http://150.138.77.132:10037/xxw/Smartv.php?id=SCTV
Tvone,http://150.138.77.132:10037/xxw/Smartv.php?id=Tvone
TVMU,http://150.138.77.132:10037/xxw/Smartv.php?id=TVMU_eko
GTV,http://150.138.77.132:10037/xxw/Smartv.php?id=Gtv
RTV,http://150.138.77.132:10037/xxw/Smartv.php?id=Rtv
Jak TV,http://150.138.77.132:10037/xxw/Smartv.php?id=JakTV
iNews TV,http://150.138.77.132:10037/xxw/Smartv.php?id=Inewstv
Daai TV,http://150.138.77.132:10037/xxw/Smartv.php?id=DaaiTV
Animax,http://150.138.77.132:10037/xxw/Smartv.php?id=Animax
EWTN,http://150.138.77.132:10037/xxw/Smartv.php?id=Ewtn
Tawaf TV,http://150.138.77.132:10037/xxw/Smartv.php?id=TawafTV
Muslim TV,http://150.138.77.132:10037/xxw/Smartv.php?id=MuslimTV
Music TV,http://150.138.77.132:10037/xxw/Smartv.php?id=MusicTV
Lifestyle&Fashion,http://150.138.77.132:10037/xxw/Smartv.php?id=Lifestyle
Entertain,http://150.138.77.132:10037/xxw/Smartv.php?id=Entertain
Hits,http://150.138.77.132:10037/xxw/Smartv.php?id=Hits Warner
TV,http://150.138.77.132:10037/xxw/Smartv.php?id=WarnerTV
SCM,http://150.138.77.132:10037/xxw/Smartv.php?id=Weishimovie
Thrill,http://150.138.77.132:10037/xxw/Smartv.php?id=Thrill Fight
Sports,http://150.138.77.132:10037/xxw/Smartv.php?id=Fs Beinsports
HD,http://150.138.77.132:10037/xxw/Smartv.php?id=Bein2hd
One,http://150.138.77.132:10037/xxw/Smartv.php?id=One_mega
HitsMovie,http://150.138.77.132:10037/xxw/Smartv.php?id=Hitsmovie
tvN Movie,http://150.138.77.132:10037/xxw/Smartv.php?id=Tvnmovie
Celestial Movies HD,http://150.138.77.132:10037/xxw/Smartv.php?id=Celestialindo
Rock Actions,http://150.138.77.132:10037/xxw/Smartv.php?id=Rockaction
Rock Entertainment,http://150.138.77.132:10037/xxw/Smartv.php?id=Rockentertain 
NHK-総合-2,http://150.138.77.132:10037/xxw/Smartv.php?id=nhkg_japan
NHK-E,http://150.138.77.132:10037/xxw/Smartv.php?id=nhke_japan
Asahi TV,http://150.138.77.132:10037/xxw/Smartv.php?id=asahitv_japan
JET 綜合,http://150.138.77.132:10037/xxw/Smartv.php?id=jettv_japan
テレビ東京,http://150.138.77.132:10037/xxw/Smartv.php?id=tokyotv_japan
TOKYOMX,http://150.138.77.132:10037/xxw/Smartv.php?id=tokyomx_japan
NHKBS1,http://150.138.77.132:10037/xxw/Smartv.php?id=nhkbs1_japan
NHKBSプレミアPremium,http://150.138.77.132:10037/xxw/Smartv.php?id=nhkpremium_japan
BSジャパン,http://150.138.77.132:10037/xxw/Smartv.php?id=bs181_japan
BSフジ BS Fuji,http://150.138.77.132:10037/xxw/Smartv.php?id=bsfuji_japan
CNA Japan,http://150.138.77.132:10037/xxw/Smartv.php?id=cna_japan
BS-TBS,http://150.138.77.132:10037/xxw/Smartv.php?id=bstbs_japan
NHK Oaska,http://150.138.77.132:10037/xxw/Smartv.php?id=nhkosaka_japan
Boomerang,http://150.138.77.132:10037/xxw/Smartv.php?id=Boomerang
Disney Taiwan,http://150.138.77.132:10037/xxw/Smartv.php?id=disneytwn_twn
Momo TV,http://150.138.77.132:10037/xxw/Smartv.php?id=momo1_twn
Animax,http://150.138.77.132:10037/xxw/Smartv.php?id=Animax
Boomerang Taiwan,http://150.138.77.132:10037/xxw/Smartv.php?id=boomerang_twn
Baby TV,http://150.138.77.132:10037/xxw/Smartv.php?id=babytv_twn
MiaoMi,http://150.138.77.132:10037/xxw/Smartv.php?id=MiaoMi
Cartoon Network,http://150.138.77.132:10037/xxw/Smartv.php?id=Cn
Nickelodeon,http://150.138.77.132:10037/xxw/Smartv.php?id=Nickelodeon
Nick Jr,http://150.138.77.132:10037/xxw/Smartv.php?id=Nickjr
Arirang HD,http://150.138.77.132:10037/xxw/Smartv.php?id=arirang_korea
Yonhap News,http://150.138.77.132:10037/xxw/Smartv.php?id=yonhapnews_korea
CBS,http://150.138.77.132:10037/xxw/Smartv.php?id=cbs_korea
EBS 1,http://150.138.77.132:10037/xxw/Smartv.php?id=ebs1_korea
EBS2,http://150.138.77.132:10037/xxw/Smartv.php?id=ebs2_korea
EBS Plus2,http://150.138.77.132:10037/xxw/Smartv.php?id=ebsplus2_korea
YTN,http://150.138.77.132:10037/xxw/Smartv.php?id=ytn_korea
KBS World 24,http://150.138.77.132:10037/xxw/Smartv.php?id=kbsworld24_korea
YTN Science,http://150.138.77.132:10037/xxw/Smartv.php?id=ytnscience_korea
YTN Korean,http://150.138.77.132:10037/xxw/Smartv.php?id=ytnkorean_korea
Apps TV,http://150.138.77.132:10037/xxw/Smartv.php?id=appongoogle_korea
All the Kpop,http://150.138.77.132:10037/xxw/Smartv.php?id=allthekpop_korea
J the Kpop,http://150.138.77.132:10037/xxw/Smartv.php?id=jthekpop_korea
EBS Kids,http://150.138.77.132:10037/xxw/Smartv.php?id=ebskids_korea
TV1,http://150.138.77.132:10037/xxw/Smartv.php?id=TV1
TV2,http://150.138.77.132:10037/xxw/Smartv.php?id=TV2
TV3,http://150.138.77.132:10037/xxw/Smartv.php?id=TV3
TV3 backup,http://150.138.77.132:10037/xxw/Smartv.php?id=tv3_twn
NTV7,http://150.138.77.132:10037/xxw/Smartv.php?id=NTV7
TV8,http://150.138.77.132:10037/xxw/Smartv.php?id=TV8
TV9,http://150.138.77.132:10037/xxw/Smartv.php?id=TV9
Warna,http://150.138.77.132:10037/xxw/Smartv.php?id=Warna-O
Ria,http://150.138.77.132:10037/xxw/Smartv.php?id=Ria-0
Ria backup,http://150.138.77.132:10037/xxw/Smartv.php?id=Ri
Al-Hijrah,http://150.138.77.132:10037/xxw/Smartv.php?id=Alhijrah
Al-Hijrah backup,http://150.138.77.132:10037/xxw/Smartv.php?id=Alhijrah_backup
Awani,http://150.138.77.132:10037/xxw/Smartv.php?id=Awani
Bernama,http://150.138.77.132:10037/xxw/Smartv.php?id=Bernama
Prima,http://150.138.77.132:10037/xxw/Smartv.php?id=Prima-0 Prima
backup,http://150.138.77.132:10037/xxw/Smartv.php?id=Prima_xue
Ceria,http://150.138.77.132:10037/xxw/Smartv.php?id=Ceria
Mecca Live HD,http://150.138.77.132:10037/xxw/Smartv.php?id=quran_mido
Madinah HD,http://150.138.77.132:10037/xxw/Smartv.php?id=sunnah_mido
Oasis,http://150.138.77.132:10037/xxw/Smartv.php?id=Oasis HBO
Hits HD,http://150.138.77.132:10037/xxw/Smartv.php?id=Hbohits
HBO HD,http://150.138.77.132:10037/xxw/Smartv.php?id=Hbo
HBO Signature,http://150.138.77.132:10037/xxw/Smartv.php?id=Hbosignature
NatGeo Wild HD,http://150.138.77.132:10037/xxw/Smartv.php?id=Natgeowild
Cartoon Network,http://150.138.77.132:10037/xxw/Smartv.php?id=Cn
Nickelodeon,http://150.138.77.132:10037/xxw/Smartv.php?id=Nickelodeon
Nick Jr,107.http://172.63.16:9630/Smartv.php?id=Nickjr
Dreamworks,http://150.138.77.132:10037/xxw/Smartv.php?id=Dreamworks
Citra,http://150.138.77.132:10037/xxw/Smartv.php?id=Citra_xue
Sensasi,http://150.138.77.132:10037/xxw/Smartv.php?id=Sensasi
Aura,http://150.138.77.132:10037/xxw/Smartv.php?id=Aura
Rania,http://150.138.77.132:10037/xxw/Smartv.php?id=Rani
Boo,http://150.138.77.132:10037/xxw/Smartv.php?id=Boo
Awesome TV,http://150.138.77.132:10037/xxw/Smartv.php?id=Dsangat
Sony HD,http://150.138.77.132:10037/xxw/Smartv.php?id=SetOne
KBS World,http://150.138.77.132:10037/xxw/Smartv.php?id=KBS
TvN,http://150.138.77.132:10037/xxw/Smartv.php?id=TVN
Astro Premier,http://150.138.77.132:10037/xxw/Smartv.php?id=Astropremier
AEC,http://150.138.77.132:10037/xxw/Smartv.php?id=AEC
华丽台 HD,http://150.138.77.132:10037/xxw/Smartv.php?id=Wlt
欢喜台 HD,http://150.138.77.132:10037/xxw/Smartv.php?id=Huahee
欢喜台 backup,http://150.138.77.132:10037/xxw/Smartv.php?id=Huahee_backup
Astro QJ,http://150.138.77.132:10037/xxw/Smartv.php?id=Quanjia
AOD,http://150.138.77.132:10037/xxw/Smartv.php?id=AodHD
One,http://150.138.77.132:10037/xxw/Smartv.php?id=One_mega
爱奇艺 iQiyi,http://150.138.77.132:10037/xxw/Smartv.php?id=Qiyi
Animal Planet (Eng),http://150.138.77.132:10037/xxw/Smartv.php?id=AnimalPlanet
tvN Movie,http://150.138.77.132:10037/xxw/Smartv.php?id=Tvnmovie
CNN backup,http://150.138.77.132:10037/xxw/Smartv.php?id=cnn_twn Celestial
Classic,http://150.138.77.132:10037/xxw/Smartv.php?id=Celestial2
CNBC,http://150.138.77.132:10037/xxw/Smartv.php?id=cnbc_twn
Arena,http://150.138.77.132:10037/xxw/Smartv.php?id=Arena
TLC,http://150.138.77.132:10037/xxw/Smartv.php?id=Tlc
CNA,http://150.138.77.132:10037/xxw/Smartv.php?id=cna
BBC World News,http://150.138.77.132:10037/xxw/Smartv.php?id=bbcnews_twn
Foodnetwork Hd,http://150.138.77.132:10037/xxw/Smartv.php?id=Foodnetwork_mega
HGTV,http://150.138.77.132:10037/xxw/Smartv.php?id=HGTV
Goshop,http://150.138.77.132:10037/xxw/Smartv.php?id=Goshop
Celestial Movies HD,http://150.138.77.132:10037/xxw/Smartv.php?id=Celestial_megaArena 2,
http://150.138.77.132:10037/xxw/Smartv.php?id=Arena2
Axn HD,http://150.138.77.132:10037/xxw/Smartv.php?id=Axn Paramount
Network,http://150.138.77.132:10037/xxw/Smartv.php?id=Paramountnetwork
Astrol Kplus,http://150.138.77.132:10037/xxw/Smartv.php?id=Kplus Rock
Actions,http://150.138.77.132:10037/xxw/Smartv.php?id=Rockaction
Bloomberg News,http://150.138.77.132:10037/xxw/Smartv.php?id=bloomberg_twn
Al-Jazeera,http://150.138.77.132:10037/xxw/Smartv.php?id=aljazeera_twn
Rock Entertainment,http://150.138.77.132:10037/xxw/Smartv.php?id=Rockentertain
Showcase,http://150.138.77.132:10037/xxw/Smartv.php?id=Showcase_mega
RTM Sports HD,http://150.138.77.132:10037/xxw/Smartv.php?id=Rtmsport
BolaArena 1,http://150.138.77.132:10037/xxw/Smartv.php?id=Bolaarena1
HBO_HD,http://150.138.77.132:10037/xxw/Smartv.php?id=hbohd_twn
HBO_HITS,http://150.138.77.132:10037/xxw/Smartv.php?id=hbohits_twn
Hollywood Movies,http://150.138.77.132:10037/xxw/Smartv.php?id=hollywoodmovies_twn
CINEMAX,http://150.138.77.132:10037/xxw/Smartv.php?id=cinemax_twn
Cinemax,http://150.138.77.132:10037/xxw/Smartv.php?id=Cinemax
AXN Taiwan,http://150.138.77.132:10037/xxw/Smartv.php?id=axn_twn
Animax,http://150.138.77.132:10037/xxw/Smartv.php?id=Animax
Movies Now HD,http://150.138.77.132:10037/xxw/Smartv.php?id=moviesnow_raj
Star Movies HD,http://150.138.77.132:10037/xxw/Smartv.php?id=starmovies_raj
HBO Family,http://150.138.77.132:10037/xxw/Smartv.php?id=Hbofamily
HBO Hits HD,http://150.138.77.132:10037/xxw/Smartv.php?id=Hbohits
HBO HD,107.http://172.63.16:9630/Smartv.php?id=Hbo
HBO Signature,http://150.138.77.132:10037/xxw/Smartv.php?id=Hbosignature
Hits,http://150.138.77.132:10037/xxw/Smartv.php?id=Hits
Warner TV,http://150.138.77.132:10037/xxw/Smartv.php?id=WarnerTV
SCM,107.http://172.63.16:9630/Smartv.php?id=Weishimovie
Thrill,http://150.138.77.132:10037/xxw/Smartv.php?id=Thrill
One,http://150.138.77.132:10037/xxw/Smartv.php?id=One_mega
Hits Movie,http://150.138.77.132:10037/xxw/Smartv.php?id=Hitsmovie
tvN Movie,107.http://172.63.16:9630/Smartv.php?id=Tvnmovie
Celestial Classic,http://150.138.77.132:10037/xxw/Smartv.php?id=Celestial2
Celestial Movies HD,http://150.138.77.132:10037/xxw/Smartv.php?id=Celestialindo
Axn HD,http://150.138.77.132:10037/xxw/Smartv.php?id=Axn Paramount
Network,http://150.138.77.132:10037/xxw/Smartv.php?id=Paramountnetwork
Astrol Kplus,http://150.138.77.132:10037/xxw/Smartv.php?id=Kplus
Rock Actions,http://150.138.77.132:10037/xxw/Smartv.php?id=Rockaction
Rock Entertainment,http://150.138.77.132:10037/xxw/Smartv.php?id=Rockentertain
Sony Pix HD,http://150.138.77.132:10037/xxw/Smartv.php?id=sonypix_mega
Skynews,http://150.138.77.132:10037/xxw/Smartv.php?id=skynews_antik
ABC News,http://150.138.77.132:10037/xxw/Smartv.php?id=abcnews_glo
CBS HD,http://150.138.77.132:10037/xxw/Smartv.php?id=cbshd_glo
CBSN HD,http://150.138.77.132:10037/xxw/Smartv.php?id=cbsn_glo
France 24,http://150.138.77.132:10037/xxw/Smartv.php?id=france24_twn
DW (Deutsch),http://150.138.77.132:10037/xxw/Smartv.php?id=dw_twn
NHK World,http://150.138.77.132:10037/xxw/Smartv.php?id=nhkworld_japan
Fox News,http://150.138.77.132:10037/xxw/Smartv.php?id=foxnews_twn
CGTN,http://150.138.77.132:10037/xxw/Smartv.php?id=CGTN
CNN International,http://150.138.77.132:10037/xxw/Smartv.php?id=Cnn
CNN backup,http://150.138.77.132:10037/xxw/Smartv.php?id=cnn_twn
CNBC,http://150.138.77.132:10037/xxw/Smartv.php?id=cnbc_twn
CNA,http://150.138.77.132:10037/xxw/Smartv.php?id=cna
BBC World News,http://150.138.77.132:10037/xxw/Smartv.php?id=bbcnews_twn
BBC World News,http://150.138.77.132:10037/xxw/Smartv.php?id=Bbcnews
Bloomberg News,http://150.138.77.132:10037/xxw/Smartv.php?id=bloomberg_twn
Al-Jazeera,http://150.138.77.132:10037/xxw/Smartv.php?id=aljazeera_twn
Channel 5,http://150.138.77.132:10037/xxw/Smartv.php?id=Channel5HD
Ch 5 backup,http://150.138.77.132:10037/xxw/Smartv.php?id=Ch5_mega
Channel 8,http://150.138.77.132:10037/xxw/Smartv.php?id=Channel8HD
Channel 8 backup,http://150.138.77.132:10037/xxw/Smartv.php?id=Ch8_mega
Suria,http://150.138.77.132:10037/xxw/Smartv.php?id=Suria Suria
backup,http://150.138.77.132:10037/xxw/Smartv.php?id=Suria_backup
Channel U,http://150.138.77.132:10037/xxw/Smartv.php?id=ChannelU
Channel U backup,http://150.138.77.132:10037/xxw/Smartv.php?id=ChU_mega
Vasantham,http://150.138.77.132:10037/xxw/Smartv.php?id=Vasantham
backup,http://150.138.77.132:10037/xxw/Smartv.php?id=Vasantham_mega
CNA,http://150.138.77.132:10037/xxw/Smartv.php?id=cna
CNA backup,http://150.138.77.132:10037/xxw/Smartv.php?id=cna_twn
Supersports 1,http://150.138.77.132:10037/xxw/Smartv.php?id=Assp1
Supersports 1 backup,http://150.138.77.132:10037/xxw/Smartv.php?id=go_assp1
Supersportq 1 backup2,http://150.138.77.132:10037/xxw/Smartv.php?id=Assp1_mega
Supersports 2,http://150.138.77.132:10037/xxw/Smartv.php?id=Assp2
Supersports 2 backup,http://150.138.77.132:10037/xxw/Smartv.php?id=go_assp2
Supersports 3,http://150.138.77.132:10037/xxw/Smartv.php?id=Assp3
Supersports 3 backup,http://150.138.77.132:10037/xxw/Smartv.php?id=go_assp3
Supersports 3 backup2,http://150.138.77.132:10037/xxw/Smartv.php?id=Assp3_mega
Supersports 4,http://150.138.77.132:10037/xxw/Smartv.php?id=Assp4_mega
Supersports 4 backup,http://150.138.77.132:10037/xxw/Smartv.php?id=go_assp4
Supersports 5,http://150.138.77.132:10037/xxw/Smartv.php?id=go_assp5
Bein 2HD,http://150.138.77.132:10037/xxw/Smartv.php?id=Beinhd
Beinsports HD,http://150.138.77.132:10037/xxw/Smartv.php?id=Besports
Champion 5EPL,http://150.138.77.132:10037/xxw/Smartv.php?id=Champion5epl
WWE,http://150.138.77.132:10037/xxw/Smartv.php?id=Wwe
Champion 6 EPL,http://150.138.77.132:10037/xxw/Smartv.php?id=Champion6epl
Fight Sports,http://150.138.77.132:10037/xxw/Smartv.php?id=Fs UFC
Network,http://150.138.77.132:10037/xxw/Smartv.php?id=ufc_mega
NBA TV,http://150.138.77.132:10037/xxw/Smartv.php?id=nbatv_twn
Astro Cricket,http://150.138.77.132:10037/xxw/Smartv.php?id=Acricket_mega
Astro Golf,http://150.138.77.132:10037/xxw/Smartv.php?id=Agolf
TNT Sports 1,http://150.138.77.132:10037/xxw/Smartv.php?id=beeone
TNT Sports 2,http://150.138.77.132:10037/xxw/Smartv.php?id=beetwo
TNT Sports 3,http://150.138.77.132:10037/xxw/Smartv.php?id=beethree
TNT Sports 4,http://150.138.77.132:10037/xxw/Smartv.php?id=beefour
Sony Ten 1,http://150.138.77.132:10037/xxw/Smartv.php?id=ten1_raj
Sony Ten 2,http://150.138.77.132:10037/xxw/Smartv.php?id=ten2_raj
Sony Ten 3,http://150.138.77.132:10037/xxw/Smartv.php?id=ten3_raj
Sony Six HD,http://150.138.77.132:10037/xxw/Smartv.php?id=sonysix_raj
SPOTV 1 HD,http://150.138.77.132:10037/xxw/Smartv.php?id=go_spotv
SPO TV 2,http://150.138.77.132:10037/xxw/Smartv.php?id=go_spotv2
Beinsports 2 HD,http://http://150.138.77.132:10037/xxw/Smartv.php?id=Bein2hd
Skysports Arena,http://150.138.77.132:10037/xxw/Smartv.php?id=tiankongarena
Skysports F1,http://150.138.77.132:10037/xxw/Smartv.php?id=tiankongf1
Skysports Cricket,http://150.138.77.132:10037/xxw/Smartv.php?id=tiankongcricket
Skysports EPL,http://150.138.77.132:10037/xxw/Smartv.php?id=tiankongepl
Skysports Football,http://150.138.77.132:10037/xxw/Smartv.php?id=tiankongfootball
Skysports Golf,http://150.138.77.132:10037/xxw/Smartv.php?id=tiankonggolf
Skysports Main Event,http://150.138.77.132:10037/xxw/Smartv.php?id=tiankongmain
Skysports News,http://150.138.77.132:10037/xxw/Smartv.php?id=tiankongnews
Skysports NFL,http://150.138.77.132:10037/xxw/Smartv.php?id=tiankongnfl
Skysports Racing,http://150.138.77.132:10037/xxw/Smartv.php?id=tiankongracing
Skysports Mix,http://150.138.77.132:10037/xxw/Smartv.php?id=tiankongmix
Arena,http://150.138.77.132:10037/xxw/Smartv.php?id=Arena
Beins 1 English,http://150.138.77.132:10037/xxw/Smartv.php?id=bein1eng_mega
Bein3 English,http://150.138.77.132:10037/xxw/Smartv.php?id=bein3eng_mega
Bein 4 Sports,http://150.138.77.132:10037/xxw/Smartv.php?id=bein4_mega
Arena 2,http://150.138.77.132:10037/xxw/Smartv.php?id=Arena2
Bein 5 Sports,http://150.138.77.132:10037/xxw/Smartv.php?id=bein5_mega
Bein 1 Premium,http://150.138.77.132:10037/xxw/Smartv.php?id=bein1pre_mega
Bein 2 Premium,http://150.138.77.132:10037/xxw/Smartv.php?id=bein2pre_mega
Bein 3 Premium,http://150.138.77.132:10037/xxw/Smartv.php?id=bein3pre_mega
RTM Sports HD,http://150.138.77.132:10037/xxw/Smartv.php?id=Rtmsport
BolaArena 1,http://150.138.77.132:10037/xxw/Smartv.php?id=Bolaarena1
Bein 1 Xtra,http://150.138.77.132:10037/xxw/Smartv.php?id=bein1xtra_mega
Rugby Pass TV,http://150.138.77.132:10037/xxw/Smartv.php?id=Rugbypasstv
Beinsports Rugby,http://150.138.77.132:10037/xxw/Smartv.php?id=go_beinsrugby
Thairath,http://150.138.77.132:10037/xxw/Smartv.php?id=thairath_pat
tpbs,http://150.138.77.132:10037/xxw/Smartv.php?id=tpbs_pat
Workpoint,http://150.138.77.132:10037/xxw/Smartv.php?id=workpoint_pat
Gmm Channel,http://150.138.77.132:10037/xxw/Smartv.php?id=gmmchannel_pat
Nation,http://150.138.77.132:10037/xxw/Smartv.php?id=nation_pat
Tnn24,http://150.138.77.132:10037/xxw/Smartv.php?id=tnn24_pat
Nbt,http://150.138.77.132:10037/xxw/Smartv.php?id=nbt_pat
New,http://150.138.77.132:10037/xxw/Smartv.php?id=new_pat
TPTV,http://150.138.77.132:10037/xxw/Smartv.php?id=tptv_pat
BBC 1http://,http://150.138.77.132:10037/xxw/Smartv.php?id=bbc1_antik
BBC 2,http://150.138.77.132:10037/xxw/Smartv.php?id=bbc2_antik
CBBC,http://150.138.77.132:10037/xxw/Smartv.php?id=cbbc_antik
More4,http://150.138.77.132:10037/xxw/Smartv.php?id=more4_antik
Freesports,http://150.138.77.132:10037/xxw/Smartv.php?id=freesports_antik
Skynews,http://150.138.77.132:10037/xxw/Smartv.php?id=skynews_antik
Pick TV,http://150.138.77.132:10037/xxw/Smartv.php?id=picktv_antik
itv 1,http://150.138.77.132:10037/xxw/Smartv.php?id=itv1
